Supporting Information for CO2 Rise Directly Impairs Crop Nutritional Quality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data S1: Input Database, see Data S2 for details",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"By S.F. ter Haar*, P.M. van Bodegom, and L. Scherer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Institute of Environmental Sciences (CML), Leiden University, Leiden, The Netherlands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*email: s.f.ter.haar@cml.leidenuniv.nl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scientific Name,Family,Genus,Species,Cultivar,Common Name,Photosynthetic Pathway,Tissue,Study Type,Plot Type,Elevated CO2,Ambient CO2,Added CO2,Additional Info,Elevated temperature,Irrigation,Sowing Time,Phosphorous application,Nitrogen application,Ozone,Year,Latitude,Longitude,Country,Reference,n,element,delta,ln r,Origin,Year Published
Glycine max 'Clark',Fabaceae,Glycine,max,Clark,soybean,C3,seed,FACE,field,548.6,370,178.6,,,,,,low,,2001,40.116421,-88.243385,USA,Dietterich et al 2015,4,B,-0.166230366,-0.181798134,Dietterich,2015
Glycine max 'ISZ-II',Fabaceae,Glycine,max,ISZ-II,soybean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Mn,-0.158024691,-0.172004589,snowball,2019
Solanum tuberosum 'Dark Red Norland',Solanaceae,Solanum,tuberosum,Dark Red Norland,potato,C3,tuber,OTC,pot,715,370,345,,,,,,,15 nl/L,,35.67,-78.67,USA,Heagle et al 2003,3,K,-0.04,-0.0408,Loladze,2003
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,K=0.5 mM,,,,,,,,,,,Singh et al 2019,2,P,-0.153135614,-0.166214708,snowball,2019
Capsicum annuum 'Melchor',Solanaceae,Capsicum,annuum,Melchor,sweet pepper,C3,fruit,greenhouse,pot,800,380,420,,,,,,NO3-,,,,,,Pinero et al 2017,6,K,-0.032298827,-0.032831945,snowball,2017
Glycine max 'Zhongke-maodou 2',Fabaceae,Glycine,max,Zhongke-maodou 2,soybean,C3,seed,OTC,pot,550,390,160,edible soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,Fe,-0.075728155,-0.078749046,snowball,2018
Solanum tuberosum 'Bintje',Solanaceae,Solanum,tuberosum,Bintje,potato,C3,tuber,OTC,field,647,366,281,,,,,,,41 nmol/mol,,57.9,12.4,Sweden,Piikki et al 2007,6,Mg,-0.04,-0.0408,Loladze,2007
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Cu,-0.076328107,-0.079398364,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Fe,-0.07603126,-0.079077039,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,S,-0.075683369,-0.078700591,snowball,2019
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,,,,,0.01 mM,,,,,,,Singh et al 2016,14,Mg,-0.150907897,-0.163587615,snowball,2016
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Zn,-0.073621859,-0.076472768,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Cd,-0.073263291,-0.076085778,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Zn,-0.073174883,-0.075990386,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,S,-0.073056652,-0.075862828,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Ca,-0.071096063,-0.073749951,snowball,2019
Glycine max 'Pana',Fabaceae,Glycine,max,Pana,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2006,40.116421,-88.243385,USA,Dietterich et al 2015,4,Ca,-0.119331742,-0.127074276,Dietterich,2015
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,S,-0.070439229,-0.073043094,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Zn,-0.069727774,-0.072278019,snowball,2019
Glycine max 'Zhongke-maodou 3',Fabaceae,Glycine,max,Zhongke-maodou 3,soybean,C3,seed,OTC,pot,550,390,160,edible soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,Cu,-0.068965517,-0.071458964,snowball,2018
Glycine max 'Pana',Fabaceae,Glycine,max,Pana,soybean,C3,seed,FACE,field,548.6,370,178.6,,,,,,low,,2001,40.116421,-88.243385,USA,Dietterich et al 2015,4,B,-0.147019868,-0.159019023,Dietterich,2015
Glycine max 'Pana',Fabaceae,Glycine,max,Pana,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2007,40.116421,-88.243385,USA,Dietterich et al 2015,4,Mn,-0.117351215,-0.12482791,Dietterich,2015
Lactuca sativa 'Oak Leaf',Asteraceae,Lactuca,sativa,Oak Leaf,lettuce,C3,shoot,chamber,pot,700,400,300,,,,,,,,,,,,Perez-Lopez et al 2015a,6,Ca,-0.013100432,-0.013187,snowball,2015
Glycine max 'Liaoxin',Fabaceae,Glycine,max,Liaoxin,soybean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Zheng et al 2020,3,K,-0.138239384,-0.148777755,snowball,2020
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Fe,-0.067845825,-0.070257054,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Al,-0.067780155,-0.070186607,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Co,-0.067563744,-0.069954488,snowball,2019
Solanum tuberosum 'Bintje',Solanaceae,Solanum,tuberosum,Bintje,potato,C3,tuber,OTC,field,550,380,170,,,,,,,,,50.57,8.67,Germany,Hogy & Fangmeier 2009,4,Mg,-0.012,-0.0121,Loladze,2009
Medicago sativa,Fabaceae,Medicago,sativa,,alfalfa,C3,shoot,chamber,pot,700,370,330,,,,,,,,,,,,Ujiie et al 2019,3,P,-0.0347,-0.035316345,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Al,-0.067532456,-0.069920933,snowball,2019
Solanum tuberosum 'Bintje',Solanaceae,Solanum,tuberosum,Bintje,potato,C3,tuber,OTC,field,680,360,320,,,,,,,,,60.83,23.46,Finland,Fangmeier et al 2002,10,Ca,-0.0662,-0.0685,Loladze,2002
Glycine max 'Early Mandarin',Fabaceae,Glycine,max,Early Mandarin,soybean,C3,seed,FACE,field,600,400,200,,,,,,,,,50.625139,6.987722,Germany,Soares et al 2021,10,Mg,-0.067264574,-0.069633692,snowball,2021
Solanum lycopersicum 'Mico-Tom',Solanaceae,Solanum,lycopersicum,Mico-Tom,tomato,C3,fruit,chamber,pot,900,400,500,no Fe,,,,,surplus,,,,,,Boufeldja et al 2022,3,P,-0.020912557,-0.021134322,snowball,2022
Glycine max 'Novosadska',Fabaceae,Glycine,max,Novosadska,soybean,C3,seed,FACE,field,600,400,200,,,,,,,,,50.625139,6.987722,Germany,Soares et al 2021,10,Ca,-0.067164179,-0.069526063,snowball,2021
Glycine max 'L-117',Fabaceae,Glycine,max,L-117,soybean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Zn,-0.133554812,-0.143356429,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Mg,-0.06610912,-0.068395679,snowball,2019
Solanum tuberosum 'Bintje',Solanaceae,Solanum,tuberosum,Bintje,potato,C3,tuber,OTC,field,647,366,281,,,,,,,41 nmol/mol,,57.9,12.4,Sweden,Piikki et al 2007,6,K,-0.036,-0.0367,Loladze,2007
Solanum lycopersicum 'Reimann Philipp',Solanaceae,Solanum,lycopersicum,Reimann Philipp,tomato,C3,fruit,greenhouse,pot,1200,400,800,,,,,,,,,,,,Wheeler et al 1997,1,protein,-0.032967033,-0.033522692,snowball,1997
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,K=0.5 mM,,,,,,,,,,,Singh et al 2019,2,Zn,-0.131371004,-0.140839177,snowball,2019
Glycine max 'Dunayka',Fabaceae,Glycine,max,Dunayka,soybean,C3,seed,FACE,field,600,400,200,,,,,,,,,50.625139,6.987722,Germany,Soares et al 2021,10,K,-0.065334773,-0.06756686,snowball,2021
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2004,40.116421,-88.243385,USA,Dietterich et al 2015,4,Ca,-0.110199297,-0.11675777,Dietterich,2015
Glycine max 'Zhongke-maodou 2',Fabaceae,Glycine,max,Zhongke-maodou 2,soybean,C3,seed,OTC,pot,550,390,160,mature soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,Fe,-0.064263323,-0.06642117,snowball,2018
Glycine max 'DV-0197',Fabaceae,Glycine,max,DV-0197,soybean,C3,seed,FACE,field,600,400,200,,,,,,,,,50.625139,6.987722,Germany,Soares et al 2021,10,Ca,-0.064,-0.066139803,snowball,2021
Solanum tuberosum 'Bintje',Solanaceae,Solanum,tuberosum,Bintje,potato,C3,tuber,OTC,field,680,360,320,,,,,,,,,57.9,12.4,Sweden,Fangmeier et al 2002,10,N,-0.0636,-0.0658,Loladze,2002
Glycine max 'Loda',Fabaceae,Glycine,max,Loda,soybean,C3,seed,FACE,field,548.6,370,178.6,,,,,,low,,2001,40.116421,-88.243385,USA,Dietterich et al 2015,4,Phyt,-0.132803632,-0.142489837,Dietterich,2015
Glycine max 'Shironomai',Fabaceae,Glycine,max,Shironomai,soybean,C3,seed,FACE,field,600,400,200,,,,,,,,,50.625139,6.987722,Germany,Soares et al 2021,10,P,-0.062146893,-0.064161944,snowball,2021
Lactuca sativa 'Rex',Asteraceae,Lactuca,sativa,Rex,lettuce,C3,shoot,chamber,pot,1600,400,1200,,,,,,,,,,,,Holley et al 2022,12,K,-0.048326531,-0.049533298,snowball,2022
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Fe,-0.062096295,-0.064107995,snowball,2019
Glycine max 'Zhongke-maodou 1',Fabaceae,Glycine,max,Zhongke-maodou 1,soybean,C3,seed,OTC,pot,550,390,160,mature soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,Fe,-0.061514196,-0.063487549,snowball,2018
Cucumis sativus 'Jinmei 3',Cucurbitaceae,Cucumis,sativus,Jinmei 3,cucumber,C3,fruit,OTC,pot,1200,400,800,,,,,,high,,,32.0596,118.805,China,Dong et al 2018b,1,Cu,-0.032,-0.032523192,snowball,2018
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,,,,,0.5 mM,,,,,,,Singh et al 2016,14,B,-0.122950644,-0.13119201,snowball,2016
Glycine max 'Stonewall',Fabaceae,Glycine,max,Stonewall,soybean,C3,seed,OTC,field,720,360,360,,,,,,,,1994,32.62,-85.47,USA,Prior et al 2008,2,Ca,-0.478448276,-0.650946826,Loladze,2008
Glycine max 'Dwight',Fabaceae,Glycine,max,Dwight,soybean,C3,seed,FACE,field,551.8,370,181.8,,,,,,low,,2002,40.116421,-88.243385,USA,Dietterich et al 2015,4,Ca,-0.129053178,-0.138174358,Dietterich,2015
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,B,-0.059192238,-0.061016451,snowball,2019
Cucumis sativus 'Jinyou 38',Cucurbitaceae,Cucumis,sativus,Jinyou 38,cucumber,C3,fruit,OTC,pot,1200,400,800,,,,,,7 mmol/L,,,32.0596,118.805,China,Dong et al 2018a,1,S,-0.031746032,-0.032260862,snowball,2018
Glycine max 'Loda',Fabaceae,Glycine,max,Loda,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2004,40.116421,-88.243385,USA,Dietterich et al 2015,4,Ca,-0.100409836,-0.105815993,Dietterich,2015
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,K=0.02 mM,,,,,,,,,,,Singh et al 2019,2,Mg,-0.117845136,-0.125387655,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,B,-0.05868012,-0.060472261,snowball,2019
Lactuca sativa 'Rex',Asteraceae,Lactuca,sativa,Rex,lettuce,C3,shoot,chamber,pot,1600,400,1200,,,,,,,,,,,,Holley et al 2022,12,S,-0.047413139,-0.048573984,snowball,2022
Glycine max 'Zhongke-maodou 3',Fabaceae,Glycine,max,Zhongke-maodou 3,soybean,C3,seed,OTC,pot,550,390,160,mature soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,N,-0.058192953,-0.059954858,snowball,2018
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Mn,-0.058411714,-0.060187163,snowball,2019
Glycine max 'Liaoxin',Fabaceae,Glycine,max,Liaoxin,soybean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Zheng et al 2020,3,B,-0.116455723,-0.123813873,snowball,2020
Glycine max 'Williams 82',Fabaceae,Glycine,max,Williams 82,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2004,40.116421,-88.243385,USA,Dietterich et al 2015,3,Fe,-0.097816498,-0.10293734,Dietterich,2015
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,S,-0.057207406,-0.058908964,snowball,2019
Solanum tuberosum 'Dark Red Norland',Solanaceae,Solanum,tuberosum,Dark Red Norland,potato,C3,tuber,OTC,pot,540,370,345,,,,,,,80 nL/L,,35.67,-78.67,USA,Heagle et al 2003,3,C,-0.016085791,-0.016216572,Loladze,2003
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Mn,-0.056944078,-0.058629695,snowball,2019
Glycine max 'Loda',Fabaceae,Glycine,max,Loda,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2008,40.116421,-88.243385,USA,Dietterich et al 2015,4,Cu,-0.096054889,-0.100986638,Dietterich,2015
Glycine max,Fabaceae,Glycine,max,,soybean,C3,seed,FACE,field,600,400,200,,,,,,,,,50.625139,6.987722,Germany,Soares et al 2021,10,protein,-0.0563,-0.05794696,snowball,2021
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Fe,-0.0558922,-0.057514925,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Sr,-0.05579468,-0.057411637,snowball,2019
Glycine max 'Zhongke-maodou 3',Fabaceae,Glycine,max,Zhongke-maodou 3,soybean,C3,seed,OTC,pot,550,390,160,edible soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,Fe,-0.055309735,-0.056898167,snowball,2018
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Ca,-0.055358222,-0.056949494,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Zn,-0.055013881,-0.056585041,snowball,2019
Glycine max 'Liaoxin',Fabaceae,Glycine,max,Liaoxin,soybean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Zheng et al 2020,3,Mg,-0.109859154,-0.116375575,snowball,2020
Glycine max 'Clark',Fabaceae,Glycine,max,Clark,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2004,40.116421,-88.243385,USA,Dietterich et al 2015,2,Mn,-0.092490842,-0.097051622,Dietterich,2015
Cucumis sativus 'Jinyou 38',Cucurbitaceae,Cucumis,sativus,Jinyou 38,cucumber,C3,fruit,OTC,pot,1200,400,800,,,,,,14 mmol/L,,,32.0596,118.805,China,Dong et al 2018a,1,Fe,-0.029166667,-0.02960047,snowball,2018
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,K=5 mM,,,,,,,,,,,Singh et al 2019,2,B,-0.108463686,-0.114809109,snowball,2019
Glycine max 'Loda',Fabaceae,Glycine,max,Loda,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2008,40.116421,-88.243385,USA,Dietterich et al 2015,4,Ca,-0.091915836,-0.096418213,Dietterich,2015
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,bot,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Mg,-0.053495089,-0.05497912,snowball,2019
Solanum tuberosum 'Bintje',Solanaceae,Solanum,tuberosum,Bintje,potato,C3,tuber,OTC,field,680,360,320,,,,,,,enriched,,57.9,12.4,Sweden,Fangmeier et al 2002,10,Mg,-0.0563,-0.0579,Loladze,2002
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Se,-0.053377747,-0.054855154,snowball,2019
Glycine max 'Pana',Fabaceae,Glycine,max,Pana,soybean,C3,seed,FACE,field,551.8,370,181.8,,,,,,low,,2002,40.116421,-88.243385,USA,Dietterich et al 2015,4,Cu,-0.11631664,-0.12365647,Dietterich,2015
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Sr,-0.053238259,-0.054707811,snowball,2019
Solanum lycopersicum 'Red Robin',Solanaceae,Solanum,lycopersicum,Red Robin,tomato,C3,fruit,greenhouse,pot,1200,400,800,,,,,,,,,,,,Wheeler et al 1997,1,protein,-0.028248588,-0.028655256,snowball,1997
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,,,,,0.01 mM,,,,,,,Singh et al 2016,14,Ca,-0.106271971,-0.112353768,snowball,2016
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Fe,-0.053130559,-0.054594061,snowball,2019
Glycine max 'Loda',Fabaceae,Glycine,max,Loda,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2004,40.116421,-88.243385,USA,Dietterich et al 2015,4,Cu,-0.090311987,-0.094653581,Dietterich,2015
Glycine max 'Williams 82',Fabaceae,Glycine,max,Williams 82,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2004,40.116421,-88.243385,USA,Dietterich et al 2015,3,Ca,-0.089502031,-0.093763611,Dietterich,2015
Glycine max 'Primorskaja',Fabaceae,Glycine,max,Primorskaja,soybean,C3,seed,FACE,field,600,400,200,,,,,,,,,50.625139,6.987722,Germany,Soares et al 2021,10,K,-0.052178591,-0.053589181,snowball,2021
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,FACE,field,548.6,370,178.6,,,,,,low,,2001,40.116421,-88.243385,USA,Dietterich et al 2015,4,B,-0.111810261,-0.118569889,Dietterich,2015
Glycine max 'Hei-maodou',Fabaceae,Glycine,max,Hei-maodou,soybean,C3,seed,OTC,pot,550,390,160,mature soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,Mn,-0.051546392,-0.052922401,snowball,2018
Glycine max 'Loda',Fabaceae,Glycine,max,Loda,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2008,40.116421,-88.243385,USA,Dietterich et al 2015,4,Zn,-0.088142042,-0.092271049,Dietterich,2015
Lactuca sativa 'Oak Leaf',Asteraceae,Lactuca,sativa,Oak Leaf,lettuce,C3,shoot,chamber,pot,700,400,300,200 NaCl,,,,,,,,,,,Perez-Lopez et al 2015a,6,C,-0.010256412,-0.010309372,snowball,2015
Glycine max 'Dwight',Fabaceae,Glycine,max,Dwight,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2004,40.116421,-88.243385,USA,Dietterich et al 2015,4,Ca,-0.087903226,-0.092009182,Dietterich,2015
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Mg,-0.051333698,-0.052698173,snowball,2019
Glycine max 'Hei-maodou',Fabaceae,Glycine,max,Hei-maodou,soybean,C3,seed,OTC,pot,550,390,160,mature soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,P,-0.05095057,-0.052294396,snowball,2018
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,As,-0.051214977,-0.052573036,snowball,2019
Glycine max 'Early Mandarin',Fabaceae,Glycine,max,Early Mandarin,soybean,C3,seed,chamber,pot,800,400,400,,,,,,,,,,,,Soares et al 2019,10,Zn,-0.102306938,-0.107927071,snowball,2019
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,K=0.02 mM,,,,,,,,,,,Singh et al 2019,2,S,-0.102009846,-0.107596176,snowball,2019
Glycine max 'Pana',Fabaceae,Glycine,max,Pana,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2004,40.116421,-88.243385,USA,Dietterich et al 2015,4,Zn,-0.086905461,-0.090915856,Dietterich,2015
Glycine max 'Shironomai',Fabaceae,Glycine,max,Shironomai,soybean,C3,seed,FACE,field,600,400,200,,,,,,,,,50.625139,6.987722,Germany,Soares et al 2021,10,Mg,-0.050505051,-0.051825068,snowball,2021
Glycine max 'Hei-maodou',Fabaceae,Glycine,max,Hei-maodou,soybean,C3,seed,OTC,pot,550,390,160,mature soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,K,-0.050139276,-0.051439911,snowball,2018
Glycine max 'Loda',Fabaceae,Glycine,max,Loda,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2004,40.116421,-88.243385,USA,Dietterich et al 2015,4,Zn,-0.085201794,-0.089051778,Dietterich,2015
Glycine max 'Loda',Fabaceae,Glycine,max,Loda,soybean,C3,seed,FACE,field,548.6,370,178.6,,,,,,low,,2001,40.116421,-88.243385,USA,Dietterich et al 2015,4,Fe,-0.106726457,-0.112862426,Dietterich,2015
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,,,,,0.1 mM,,,,,,,Singh et al 2016,14,Mg,-0.099375644,-0.104667027,snowball,2016
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Al,-0.049579818,-0.050851095,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Ni,-0.049492316,-0.050759033,snowball,2019
Glycine max 'Hei-maodou',Fabaceae,Glycine,max,Hei-maodou,soybean,C3,seed,OTC,pot,550,390,160,mature soybean,,,,,,,,44.0015,125.3993,China,Li et al 2018,3,Zn,-0.049107143,-0.050353886,snowball,2018
Glycine max 'Pana',Fabaceae,Glycine,max,Pana,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2007,40.116421,-88.243385,USA,Dietterich et al 2015,4,Fe,-0.084204057,-0.087961708,Dietterich,2015
Glycine max 'Williams 82',Fabaceae,Glycine,max,Williams 82,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2004,40.116421,-88.243385,USA,Dietterich et al 2015,3,B,-0.084139985,-0.087891748,Dietterich,2015
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Mg,-0.049235362,-0.050488736,snowball,2019
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,FACE,field,550,375,175,,,,,,low,,2004,40.116421,-88.243385,USA,Dietterich et al 2015,4,Cu,-0.083928571,-0.087660939,Dietterich,2015
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Fe,-0.049016833,-0.050258917,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,top,ambient,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Mg,-0.048998301,-0.05023943,snowball,2019
Glycine max 'Thorne',Fabaceae,Glycine,max,Thorne,soybean,C3,seed,FACE,field,600,400,200,mid,3.5,,,,,,,40.041803,88.233,USA,Kohler et al 2019,24,Mn,-0.048795813,-0.050026531,snowball,2019
Glycine max 'Spencer',Fabaceae,Glycine,max,Spencer,soybean,C3,seed,chamber,pot,800,400,400,K=0.02 mM,,,,,,,,,,,Singh et al 2019,2,Mn,-0.097481876,-0.102566507,snowball,2019
